,fromPlaceName,toPlaceName,date,duration,interval
126186,Cortia,Fornaci di Barga,10-04-2023,65,60-120
126189,Cortia,Fornaci di Barga,10-04-2023,79,60-120
126190,Cortia,Fornaci di Barga,10-04-2023,68,60-120
126271,Cortia,Loppia,10-04-2023,111,60-120
126274,Cortia,Loppia,10-04-2023,124,120+
126285,Cortia,Loppia,10-04-2023,88,60-120
126346,Cortia,Mologno,10-01-2023,99,60-120
126353,Cortia,Mologno,10-01-2023,77,60-120
126359,Cortia,Mologno,10-01-2023,105,60-120
126367,Cortia,Mologno,10-04-2023,84,60-120
126370,Cortia,Mologno,10-04-2023,99,60-120
126378,Cortia,Mologno,10-04-2023,55,30-60
126381,Cortia,Mologno,10-04-2023,68,60-120
126382,Cortia,Mologno,10-04-2023,57,30-60
126459,Cortia,Ponte all'Ania,10-04-2023,76,60-120
126463,Cortia,Ponte all'Ania,10-04-2023,106,60-120
126466,Cortia,Ponte all'Ania,10-04-2023,115,60-120
126469,Cortia,Ponte all'Ania,10-04-2023,73,60-120
126477,Cortia,Ponte all'Ania,10-04-2023,80,60-120
126569,Cortia,Renaio,10-04-2023,184,120+
126641,Cortia,San Pietro in Campo,10-01-2023,94,60-120
126647,Cortia,San Pietro in Campo,10-01-2023,105,60-120
126655,Cortia,San Pietro in Campo,10-04-2023,87,60-120
126666,Cortia,San Pietro in Campo,10-04-2023,69,60-120
126670,Cortia,San Pietro in Campo,10-04-2023,74,60-120
126688,Cortia,San Pietro in Campo,09-07-2023,88,60-120
126694,Cortia,San Pietro in Campo,09-07-2023,90,60-120
126746,Cortia,Sommocolonia,10-04-2023,166,120+
126755,Cortia,Sommocolonia,10-04-2023,138,120+
126756,Cortia,Sommocolonia,10-04-2023,144,120+
126757,Cortia,Sommocolonia,10-04-2023,110,60-120
126851,Cortia,Tiglio,10-04-2023,222,120+
126857,Cortia,Tiglio,10-04-2023,190,120+
126932,Cortia,Borgo a Mozzano,10-01-2023,106,60-120
126946,Cortia,Borgo a Mozzano,10-04-2023,109,60-120
126949,Cortia,Borgo a Mozzano,10-04-2023,81,60-120
126982,Cortia,Borgo a Mozzano,09-07-2023,99,60-120
127114,Cortia,Pescaglia,10-01-2023,194,120+
127143,Cortia,Pescaglia,10-04-2023,223,120+
127220,Cortia,Lucca,10-01-2023,136,120+
127242,Cortia,Lucca,10-04-2023,111,60-120
127245,Cortia,Lucca,10-04-2023,128,120+
127334,Gragnana,Camporgiano,10-04-2023,37,30-60
127356,Gragnana,Camporgiano,09-07-2023,49,30-60
127439,Gragnana,Careggine,10-04-2023,123,120+
127519,Gragnana,Castelnuovo di Garfagnana,10-04-2023,68,60-120
127526,Gragnana,Castelnuovo di Garfagnana,10-04-2023,53,30-60
127532,Gragnana,Castelnuovo di Garfagnana,10-04-2023,62,60-120
127558,Gragnana,Castelnuovo di Garfagnana,09-07-2023,69,60-120
127600,Gragnana,Palleroso,10-01-2023,123,120+
127621,Gragnana,Palleroso,10-04-2023,84,60-120
127696,Gragnana,Monterotondo,10-01-2023,110,60-120
127711,Gragnana,Monterotondo,10-04-2023,91,60-120
127717,Gragnana,Monterotondo,10-04-2023,86,60-120
127723,Gragnana,Monterotondo,10-04-2023,78,60-120
127792,Gragnana,Antisciana,10-01-2023,100,60-120
127888,Gragnana,Gragnanella,10-01-2023,108,60-120
127897,Gragnana,Gragnanella,10-04-2023,78,60-120
127984,Gragnana,Cerretoli,10-01-2023,130,120+
128011,Gragnana,Cerretoli,10-04-2023,95,60-120
128080,Gragnana,Colle,10-01-2023,130,120+
128107,Gragnana,Colle,10-04-2023,95,60-120
128207,Gragnana,Metello,10-04-2023,125,120+
128296,Gragnana,Rontano,10-04-2023,145,120+
128299,Gragnana,Rontano,10-04-2023,133,120+
128379,Gragnana,Castiglione di Garfagnana,10-04-2023,97,60-120
128393,Gragnana,Castiglione di Garfagnana,10-04-2023,105,60-120
128489,Gragnana,Fabbriche di Vergemoli,10-04-2023,199,120+
128495,Gragnana,Fabbriche di Vergemoli,10-04-2023,282,120+
128586,Gragnana,Fosciandora,10-04-2023,98,60-120
128591,Gragnana,Fosciandora,10-04-2023,87,60-120
128604,Gragnana,Fosciandora,09-07-2023,86,60-120
128657,Gragnana,Gallicano,10-01-2023,92,60-120
128671,Gragnana,Gallicano,10-04-2023,101,60-120
128686,Gragnana,Gallicano,10-04-2023,82,60-120
128773,Gragnana,Minucciano,10-04-2023,48,30-60
128779,Gragnana,Minucciano,10-04-2023,67,60-120
128780,Gragnana,Minucciano,10-04-2023,66,60-120
128857,Gragnana,Molazzana,10-04-2023,111,60-120
128863,Gragnana,Molazzana,10-04-2023,167,120+
128875,Gragnana,Molazzana,10-04-2023,110,60-120
128965,Gragnana,Piazza al Serchio,10-04-2023,28,0-30
128973,Gragnana,Piazza al Serchio,10-04-2023,15,0-30
129060,Gragnana,Borsigliana,10-04-2023,48,30-60
129061,Gragnana,Borsigliana,10-04-2023,46,30-60
129067,Gragnana,Borsigliana,10-04-2023,34,30-60
129260,Gragnana,Colognola,10-04-2023,7,0-30
129432,Gragnana,Livignano,10-04-2023,55,30-60
129444,Gragnana,Livignano,10-04-2023,45,30-60
129445,Gragnana,Livignano,10-04-2023,41,30-60
129451,Gragnana,Livignano,10-04-2023,29,0-30
129645,Gragnana,Petrognano,10-04-2023,34,30-60
129734,Gragnana,Petrognola,10-04-2023,28,0-30
129829,Gragnana,San Donnino,10-04-2023,37,30-60
129830,Gragnana,San Donnino,10-04-2023,29,0-30
129836,Gragnana,San Donnino,10-04-2023,36,30-60
129837,Gragnana,San Donnino,10-04-2023,24,0-30
129926,Gragnana,San Michele,10-04-2023,16,0-30
129933,Gragnana,San Michele,10-04-2023,15,0-30
130022,Gragnana,Sant'Anastasio,10-04-2023,28,0-30
130116,Gragnana,Vergnano,10-04-2023,48,30-60
130122,Gragnana,Vergnano,10-04-2023,46,30-60
130295,Gragnana,San Romano in Garfagnana,10-01-2023,87,60-120
130308,Gragnana,San Romano in Garfagnana,10-04-2023,75,60-120
130332,Gragnana,San Romano in Garfagnana,09-07-2023,80,60-120
130405,Gragnana,Sillano Giuncugnano,10-04-2023,48,30-60
130507,Gragnana,Villa Collemandina,10-04-2023,107,60-120
130580,Gragnana,Bagni di Lucca,10-01-2023,116,60-120
130583,Gragnana,Bagni di Lucca,10-01-2023,172,120+
130603,Gragnana,Bagni di Lucca,10-04-2023,86,60-120
130604,Gragnana,Bagni di Lucca,10-04-2023,91,60-120
130605,Gragnana,Bagni di Lucca,10-04-2023,104,60-120
130629,Gragnana,Bagni di Lucca,09-07-2023,107,60-120
130630,Gragnana,Bagni di Lucca,09-07-2023,109,60-120
130683,Gragnana,Barga,10-04-2023,98,60-120
130692,Gragnana,Barga,10-04-2023,101,60-120
130699,Gragnana,Barga,10-04-2023,89,60-120
130703,Gragnana,Barga,10-04-2023,113,60-120
130769,Gragnana,Albiano,10-01-2023,110,60-120
130788,Gragnana,Albiano,10-04-2023,109,60-120
130789,Gragnana,Albiano,10-04-2023,95,60-120
130812,Gragnana,Albiano,09-07-2023,109,60-120
130865,Gragnana,Castelvecchio Pascoli,10-01-2023,83,60-120
130884,Gragnana,Castelvecchio Pascoli,10-04-2023,82,60-120
